label,seed,cross_cutting_exposure.camp_share,cross_cutting_exposure.stance_share,cross_cutting_exposure.algorithmic_share,cross_cutting_exposure.rank_penalty,cross_cutting_exposure.delta,cross_cutting_exposure.n,epistemic_alignment.quality_attention_rho,feed_narrowing.feed_dist,feed_narrowing.world_dist,feed_narrowing.bubble,feed_narrowing.topic_narrowing,feed_narrowing.n_users,hostility_given_contact.contact_rate,hostility_given_contact.hostility,hostility_given_contact.n,selection_filtering.echo_exposed,selection_filtering.echo_attended,selection_filtering.selection_shift,selection_filtering.delta,selection_filtering.n,voice_inequality.posting_gini,voice_inequality.attention_gini,voice_inequality.top1_share,voice_inequality.minority_camp_attention_share,affective_distance,animus_asymmetry,ident_animus_coupling,stance_centroid_distance,wall_s
exp01-null_a,4,0.2723877246853059,0.4531237945889588,0.3719454373039609,-0.12851826506544362,0.3432782057236572,55689,-0.003706504835121925,0.42489138986893393,0.6359790476409896,-0.21108765777205568,-0.4205561535705127,1500,0.2711255011953391,0.380476289661876,53123,0.5468762054110412,0.5468762054110412,0.0,0.3432782057236572,55689,0.673535026078266,0.5610011300760194,0.058373962313875344,0.4784368352690925,0.08464328343018136,-0.08464328343018136,0.033212507051710645,1.1761856303995746,6.848235130310059
exp01-null_a,5,0.2760721516657464,0.5301840663259297,0.37301885375197175,-0.1331880660496852,0.2873400739671784,54330,-0.013635817877729913,0.42520305979694617,0.6247454145439253,-0.1995423547469791,-0.44621788999398837,1499,0.2747356641197808,0.3795210337804621,51828,0.46981593367407026,0.46981593367407026,0.0,0.2873400739671784,54330,0.6863694414152429,0.5782768023695212,0.06442463533225283,0.514798950374315,0.012000595908303628,-0.012000595908303628,-0.0013973355230932484,1.1636731649310443,6.489559888839722
exp01-null_a,6,0.28018737635773205,0.48117510694176624,0.38284001498688647,-0.12924657434936004,0.3329087372733891,53582,-0.00833289757311336,0.43435244810070844,0.6378306054741893,-0.20347815737348102,-0.4046163559188647,1497,0.2765211974928952,0.37744614951428973,51374,0.5188248930582338,0.5188248930582338,0.0,0.3329087372733891,53582,0.6694693153116253,0.5557346006479236,0.05981624946470977,0.5099077354303734,0.05239358278185816,-0.05239358278185816,-0.0012749320453267913,1.174998551167802,6.480353593826294
exp01-null_a,7,0.26558623811679494,0.46748232676123025,0.37541456380677724,-0.13177245671474458,0.33200695111510126,55225,-0.0025359395677076227,0.4177024281853331,0.6249762194049587,-0.20727379121962566,-0.4591809329029486,1500,0.26196617942103756,0.374835886214442,52335,0.5325176732387698,0.5325176732387698,0.0,0.33200695111510126,55225,0.6846924970318246,0.5816653215798392,0.06853921849622624,0.5092003439380911,0.07824051383227831,0.07824051383227831,-0.055192149248291106,1.1643930050653597,6.90616774559021
exp01-null_b,0,0.3243167708063003,0.5706119558510603,0.49412915851272016,-0.0015359972410240452,0.30196803102671854,50093,-0.00034764155317529446,0.4899545172655057,0.6360019707430501,-0.14604745347754444,-0.10074345755178626,1499,0.27864131781025514,0.38270918990999,32296,0.42938804414893966,0.4686911528181788,0.03930310866923914,0.30196803102671854,50093,0.6960220532087112,0.5118187616230058,0.054279167698786226,0.49321897448600444,0.01763163843873617,0.01763163843873617,-0.010814171640663365,1.1884006883180782,5.3277106285095215
exp01-null_b,1,0.32696907049333174,0.57149838116616,0.5136363636363637,0.005596541084545159,0.30378264742411704,49338,-0.0022231114517824234,0.4907233822866394,0.6299032588312594,-0.13917987654462008,-0.10218491730872592,1498,0.28263589166197534,0.37434989487661835,31974,0.4285016188338399,0.4644636725288145,0.03596205369497457,0.30378264742411704,49338,0.6856377566054415,0.4972100691244133,0.04966535309939326,0.46719209357603053,0.0015387830585627748,0.0015387830585627748,-0.013607485048222696,1.1794558792500554,5.035376310348511
exp01-null_b,2,0.3329891898457427,0.5397992977509671,0.4915254237288136,-0.009889177262417559,0.3361088539553821,49398,0.00014390669584859946,0.4909922281046338,0.6325873590316387,-0.14159513092700485,-0.10130415604106147,1499,0.2846531576330184,0.38617753029806745,32176,0.46020070224903287,0.49899423750957955,0.038793535260546685,0.3361088539553821,49398,0.6850120389833748,0.4986841644085285,0.05087642963699652,0.461741670810542,0.07311270795003463,0.07311270795003463,0.0038075443068310583,1.1742112120357895,5.473996639251709
exp01-null_b,3,0.33700714063955295,0.6037827996018076,0.5210815765352887,0.002528348431930061,0.2873385968280666,51536,0.0020215223273398,0.4955937475493273,0.6311248053030727,-0.13553105775374544,-0.10064884619823578,1500,0.2900304850442184,0.3722551774378187,33131,0.3962172003981924,0.433979127522181,0.03776192712398857,0.2873385968280666,51536,0.6851903558460422,0.5100292209768766,0.05423923213908424,0.5309528840059159,0.09911256353232596,-0.09911256353232596,-0.02352893601738896,1.1677904953204705,5.230876922607422
exp01-null_b,4,0.3276426702838872,0.5274451090313603,0.49776230730979615,0.00581155113402354,0.3432782057236572,51605,-0.0002721952528911444,0.48864618684004707,0.6413620265239923,-0.15271583968394523,-0.09263051825194912,1500,0.28034561109782347,0.37645302335501757,33448,0.4725548909686396,0.513738260094177,0.041183369125537383,0.3432782057236572,51605,0.6775408355753472,0.493111245366674,0.050376704137766085,0.4777864147333174,0.08491552227786457,-0.08491552227786457,0.03309175709094297,1.1760577966791905,5.266160011291504
exp01-null_b,5,0.338594031644302,0.5990993006355998,0.5002501250625313,-0.005680111859888148,0.2873400739671784,49930,0.0011252995335321743,0.49147880065742083,0.6254115701992773,-0.13393276954185648,-0.09703964809566878,1498,0.2917724261747044,0.38860598345003183,32306,0.40090069936440015,0.4354204126303981,0.03451971326599795,0.2873400739671784,49930,0.6947202044168643,0.5101456025048904,0.051971769949854515,0.5263109019996286,0.012235290702897757,-0.012235290702897757,-0.0012537790930779906,1.1635786936685832,5.048120975494385
exp01-null_b,6,0.3312462128862856,0.5429634139225726,0.5136168179646441,0.006199456632283051,0.3329087372733891,49510,-0.010433351308761076,0.49220257953187246,0.63074857256028,-0.13854599302840756,-0.09599243973311333,1500,0.2883947837508209,0.37399696378225983,31977,0.45703658607742736,0.4994762574222941,0.04243967134486676,0.3329087372733891,49510,0.6691044070999528,0.49359071984927544,0.050348688119585955,0.5076461206492167,0.052420180544272284,-0.052420180544272284,-0.0015677663436642645,1.1747833164011223,5.250017881393433
exp01-null_b,7,0.32012990778866784,0.537577345015706,0.49602780536246277,0.0038222213180881814,0.33200695111510126,51729,0.0015795283511814266,0.48191053551548574,0.6242227671595257,-0.14231223164403986,-0.10893087649963484,1500,0.2710764449590201,0.37810497920647407,32821,0.4624226549842941,0.4987602286207273,0.036337573636433196,0.33200695111510126,51729,0.6854866562914288,0.5091133911334378,0.053228116145150974,0.5076018402851833,0.07835637615492738,0.07835637615492738,-0.054725028091548555,1.1642824837643417,5.363448619842529
