arm,seed,targeting_mode,delta_aff_plateau,delta_aff_per_contact,delta_aff_per_cross_contact,delta_aff_level_none,toward_other_camp,toward_mean,toward_own_pole,delta_k,delta_bic_margin,ideo_level_toward_other_camp,ideo_level_toward_mean,ideo_level_toward_own_pole,diversity_ratio_arm,diversity_ratio_none,diversity_floor_break_even,scenario,lhs_index,affective,ideological,structural
engagement,0,distance,0.018608249863257154,2.8416917159044564e-7,8.824512668116448e-7,0.011028905317367332,-0.006825705645764764,-0.006867039546248489,0.006485356777313541,0.0,-0.0004523844282945319,-0.009814884428054399,-0.009302926615044144,0.00980980077250759,1.009110565566919,1.0053544082845107,NaN,consolidated_two_camp,5,0.8220626578865291,0.8252463355872511,0.854053145059346
composition,0,distance,-0.0018416553957312232,-2.805690730851955e-8,-8.661722301435533e-8,0.011028905317367332,-0.006449016794599296,-0.006498901205149957,0.00608484661592729,0.0,-0.0005728829321574244,-0.009814884428054399,-0.009302926615044144,0.00980980077250759,1.0089550348330025,1.0053544082845107,1.0089550348330025,consolidated_two_camp,5,0.8220626578865291,0.8252463355872511,0.854053145059346
exposure,1,distance,0.0029904140213141694,6.388408505264194e-8,1.4936386900325506e-7,0.01007025982566745,-0.005996796940732562,-0.0059733029219550034,0.0056084845582479986,0.0,-0.00007945532923112758,-0.011963488213258664,-0.011043573878763901,0.011811619332854366,1.0101795261172453,1.0066572851144835,NaN,consolidated_two_camp,5,0.8220626578865291,0.8252463355872511,0.854053145059346
engagement,1,distance,0.019053822584763402,2.818195915510043e-7,7.95267856954105e-7,0.01007025982566745,-0.006452875643263361,-0.0067110174430731594,0.0059748108055578866,0.0,-0.000059164199056840894,-0.011963488213258664,-0.011043573878763901,0.011811619332854366,1.0105193801941998,1.0066572851144835,NaN,consolidated_two_camp,5,0.8220626578865291,0.8252463355872511,0.854053145059346
composition,1,distance,-0.0006928092319666845,-1.023729932717672e-8,-2.8861038615566945e-8,0.01007025982566745,-0.006623905585075815,-0.0070341227606679334,0.006049320226123823,0.0,-0.00009154107153916402,-0.011963488213258664,-0.011043573878763901,0.011811619332854366,1.010596645117219,1.0066572851144835,1.010596645117219,consolidated_two_camp,5,0.8220626578865291,0.8252463355872511,0.854053145059346
exposure,0,camp_pair,0.0003532941570618675,6.8018358726606634e-9,1.2663326895654594e-8,0.009751614502326866,0.0003300854035696941,0.00028179240920163384,-0.0003631605251863436,0.0,6.142414995580214e-6,-0.012448621006779778,-0.011693471715453405,0.011994213844480309,1.0095608263709406,1.0097037720261859,NaN,cross_cut,0,0.6713722911991205,0.5867149138882022,0.012553017635084669
engagement,0,camp_pair,0.0037897168376539447,6.380961488531839e-8,1.1364150286835626e-7,0.009751614502326866,-0.0006699772194913543,-0.0007068092605567716,0.0005773094484788546,0.0,-3.219594764014566e-6,-0.012448621006779778,-0.011693471715453405,0.011994213844480309,1.0104833534427087,1.0097037720261859,NaN,cross_cut,0,0.6713722911991205,0.5867149138882022,0.012553017635084669
composition,0,camp_pair,-0.013550771419116758,-2.2759870031100739e-7,-4.0123090691134213e-7,0.009751614502326866,-0.0006247162996155207,-0.0006502879448585033,0.0006081104089406351,0.0,-0.00005552239036397261,-0.012448621006779778,-0.011693471715453405,0.011994213844480309,1.0102102565923141,1.0097037720261859,1.0102102565923141,cross_cut,0,0.6713722911991205,0.5867149138882022,0.012553017635084669
exposure,1,camp_pair,0.0003054248860299147,5.869379211520931e-9,1.0815328825421909e-8,0.009368173898254506,0.00038171573132860306,0.0002749968095794326,-0.0004359025709653793,0.0,0.00003249364095647689,-0.010745637922910905,-0.009909328116242252,0.010398654179493655,1.0079298035072068,1.008065353684343,NaN,cross_cut,0,0.6713722911991205,0.5867149138882022,0.012553017635084669
engagement,1,camp_pair,0.0039738372432185365,6.601606849769145e-8,1.1602444505747552e-7,0.009368173898254506,-0.001034442122601455,-0.0010072344051548377,0.0009828365853601778,0.0,0.005222948613930849,-0.010745637922910905,-0.009909328116242252,0.010398654179493655,1.0087537882030029,1.008065353684343,NaN,cross_cut,0,0.6713722911991205,0.5867149138882022,0.012553017635084669
composition,1,camp_pair,-0.013447159717498769,-2.2471482290567952e-7,-3.9342187587767025e-7,0.009368173898254506,-0.0005225638467389899,-0.0004762352355192571,0.0005451376090768716,0.0,0.00004882898171967853,-0.010745637922910905,-0.009909328116242252,0.010398654179493655,1.0084397569007009,1.008065353684343,1.0084397569007009,cross_cut,0,0.6713722911991205,0.5867149138882022,0.012553017635084669
exposure,0,distance,0.0003532941570618675,6.8018358726606634e-9,1.2663326895654594e-8,0.009751614502326866,0.0003300854035696941,0.00028179240920163384,-0.0003631605251863436,0.0,6.142414995580214e-6,-0.012448621006779778,-0.011693471715453405,0.011994213844480309,1.0095608263709406,1.0097037720261859,NaN,cross_cut,0,0.6713722911991205,0.5867149138882022,0.012553017635084669
engagement,0,distance,0.015846842749341228,1.863194604399806e-7,3.33154832219258e-7,0.009751614502326866,-0.011532686335597776,-0.011487243387428805,0.01067443329006865,0.0,-0.00005515864818297911,-0.012448621006779778,-0.011693471715453405,0.011994213844480309,1.0179048843545977,1.0097037720261859,NaN,cross_cut,0,0.6713722911991205,0.5867149138882022,0.012553017635084669
composition,0,distance,-0.011510636703815802,-1.3549896060995647e-7,-2.419064939960869e-7,0.009751614502326866,-0.011838338227879993,-0.011740262851377182,0.011078394460695768,0.0,-0.00011627246099855243,-0.012448621006779778,-0.011693471715453405,0.011994213844480309,1.018229859594817,1.0097037720261859,1.018229859594817,cross_cut,0,0.6713722911991205,0.5867149138882022,0.012553017635084669
exposure,1,distance,0.0003054248860299147,5.869379211520931e-9,1.0815328825421909e-8,0.009368173898254506,0.00038171573132860306,0.0002749968095794326,-0.0004359025709653793,0.0,0.00003249364095647689,-0.010745637922910905,-0.009909328116242252,0.010398654179493655,1.0079298035072068,1.008065353684343,NaN,cross_cut,0,0.6713722911991205,0.5867149138882022,0.012553017635084669
engagement,1,distance,0.015305354337933785,1.787820712534171e-7,3.162982152541649e-7,0.009368173898254506,-0.010002107293321965,-0.00987024644067199,0.009300518029306733,0.0,0.005335836055586761,-0.010745637922910905,-0.009909328116242252,0.010398654179493655,1.015331825394933,1.008065353684343,NaN,cross_cut,0,0.6713722911991205,0.5867149138882022,0.012553017635084669
composition,1,distance,-0.011407923848312462,-1.330804676548898e-7,-2.3310496430888377e-7,0.009368173898254506,-0.010710217802432585,-0.010576144754918684,0.009874961368403436,0.0,0.005385406847113881,-0.010745637922910905,-0.009909328116242252,0.010398654179493655,1.0159549708936522,1.008065353684343,1.0159549708936522,cross_cut,0,0.6713722911991205,0.5867149138882022,0.012553017635084669
exposure,0,camp_pair,0.0001697780920825731,3.260949832563251e-9,5.350206160229827e-9,0.0019517356445944434,-0.0008484300124119541,-0.000904547676580731,0.0008204969803177996,0.0,-0.004125948390085496,-0.010309933472407167,-0.009934899326518127,0.010255258104438161,1.005594821224508,1.0051211792313726,NaN,cross_cut,1,0.28406015123088235,0.9254726199002559,0.23784100162532995
engagement,0,camp_pair,0.0007557853266310643,1.2682451405887677e-8,1.992159119170922e-8,0.0019517356445944434,-0.003578279156031013,-0.003525166967461005,0.0035297371391193287,0.0,-0.004136238836378703,-0.010309933472407167,-0.009934899326518127,0.010255258104438161,1.007021144002675,1.0051211792313726,NaN,cross_cut,1,0.28406015123088235,0.9254726199002559,0.23784100162532995
composition,0,camp_pair,-0.007815703171399513,-1.2992391733824578e-7,-2.0219126041649238e-7,0.0019517356445944434,-0.004202441917520953,-0.004065617690344364,0.0041451693372488285,0.0,-0.004020829301364999,-0.010309933472407167,-0.009934899326518127,0.010255258104438161,1.0072589971779424,1.0051211792313726,1.0072589971779424,cross_cut,1,0.28406015123088235,0.9254726199002559,0.23784100162532995
exposure,1,camp_pair,0.00014819037226870835,2.7707421335111125e-9,4.47623911885182e-9,0.0015298253645099624,-0.0003097569562736449,-0.00035233087108276287,0.00029796381935749683,0.0,0.00001223381351835029,-0.011466424411949115,-0.010938530296811664,0.011410536474169545,1.0060589310377848,1.0059004288294788,NaN,cross_cut,1,0.28406015123088235,0.9254726199002559,0.23784100162532995
engagement,1,camp_pair,0.0006163386800422388,1.0152177236735939e-8,1.5616161955058246e-8,0.0015298253645099624,-0.0033952426506820062,-0.0034184780242283823,0.003394877078368644,0.0,0.00004092614094358682,-0.011466424411949115,-0.010938530296811664,0.011410536474169545,1.007692359073305,1.0059004288294788,NaN,cross_cut,1,0.28406015123088235,0.9254726199002559,0.23784100162532995
composition,1,camp_pair,-0.0073986651461228625,-1.209722881969075e-7,-1.8655232340198847e-7,0.0015298253645099624,-0.0030104644565687854,-0.00292828413940268,0.00305665877318639,0.0,0.00010905565635362102,-0.011466424411949115,-0.010938530296811664,0.011410536474169545,1.0075086747888713,1.0059004288294788,1.0075086747888713,cross_cut,1,0.28406015123088235,0.9254726199002559,0.23784100162532995
exposure,0,distance,0.0001697780920825731,3.260949832563251e-9,5.350206160229827e-9,0.0019517356445944434,-0.0008484300124119541,-0.000904547676580731,0.0008204969803177996,0.0,-0.004125948390085496,-0.010309933472407167,-0.009934899326518127,0.010255258104438161,1.005594821224508,1.0051211792313726,NaN,cross_cut,1,0.28406015123088235,0.9254726199002559,0.23784100162532995
engagement,0,distance,0.0030077633006453386,3.403371164847174e-8,5.4628004515979926e-8,0.0019517356445944434,-0.023243061819460585,-0.023145620235539587,0.022627106800358995,0.0,-0.004251223070134785,-0.010309933472407167,-0.009934899326518127,0.010255258104438161,1.0168484342375774,1.0051211792313726,NaN,cross_cut,1,0.28406015123088235,0.9254726199002559,0.23784100162532995
composition,0,distance,-0.010024563569725753,-1.1370101365294731e-7,-1.825003835810911e-7,0.0019517356445944434,-0.024313389063461623,-0.02421346432848393,0.023700564707442175,0.0,-0.004301753579357498,-0.010309933472407167,-0.009934899326518127,0.010255258104438161,1.0174096448119254,1.0051211792313726,1.0174096448119254,cross_cut,1,0.28406015123088235,0.9254726199002559,0.23784100162532995
exposure,1,distance,0.00014819037226870835,2.7707421335111125e-9,4.47623911885182e-9,0.0015298253645099624,-0.0003097569562736449,-0.00035233087108276287,0.00029796381935749683,0.0,0.00001223381351835029,-0.011466424411949115,-0.010938530296811664,0.011410536474169545,1.0060589310377848,1.0059004288294788,NaN,cross_cut,1,0.28406015123088235,0.9254726199002559,0.23784100162532995
engagement,1,distance,0.003108596999843727,3.4316149114594e-8,5.4030607985603765e-8,0.0015298253645099624,-0.0222222480321837,-0.022333255222474636,0.021463309587037842,0.0,-0.00617940506199751,-0.011466424411949115,-0.010938530296811664,0.011410536474169545,1.0175311662474293,1.0059004288294788,NaN,cross_cut,1,0.28406015123088235,0.9254726199002559,0.23784100162532995
composition,1,distance,-0.00964450814016854,-1.0596963191852217e-7,-1.664884279060322e-7,0.0015298253645099624,-0.022792251313640217,-0.02285911318112407,0.02197509042210557,0.0,-0.006153567817592354,-0.011466424411949115,-0.010938530296811664,0.011410536474169545,1.0176301439939346,1.0059004288294788,1.0176301439939346,cross_cut,1,0.28406015123088235,0.9254726199002559,0.23784100162532995
exposure,0,camp_pair,0.00011443140707556587,2.285519834536348e-9,4.2545883059029546e-9,0.0021638059567907764,0.0004531111479461076,0.0004252241147957303,-0.0004025439977613423,0.0,-0.00006367832664215534,-0.005401955758944116,-0.004989209779132055,0.005389196452877128,1.0031611529512094,1.0035378961311896,NaN,cross_cut,2,0.3442223712767859,0.6696551311424563,0.17656468581308116
engagement,0,camp_pair,0.0010930899810539518,1.9181728513212927e-8,3.3473893157371053e-8,0.0021638059567907764,-0.0010545377803683467,-0.000977701383823983,0.0011030515002948618,0.0,-0.0001415370312606648,-0.005401955758944116,-0.004989209779132055,0.005389196452877128,1.0041830469089104,1.0035378961311896,NaN,cross_cut,2,0.3442223712767859,0.6696551311424563,0.17656468581308116
composition,0,camp_pair,-0.007759182818602106,-1.348789754133208e-7,-2.35776924810906e-7,0.0021638059567907764,-0.0009976329082924196,-0.0009428631405424392,0.0010129007276884058,0.0,-0.00002326902610367415,-0.005401955758944116,-0.004989209779132055,0.005389196452877128,1.0041298618524868,1.0035378961311896,1.0041298618524868,cross_cut,2,0.3442223712767859,0.6696551311424563,0.17656468581308116
exposure,1,camp_pair,-0.00017968625752340373,-3.602587515756836e-9,-6.591088604042393e-9,0.0022204842451463147,0.0006681840821240121,0.0005862977733437271,-0.0006781080568372781,0.0,0.005427000394741484,-0.006278194458918651,-0.005647187667905758,0.006348206511394019,1.0038043941514239,1.004163358166328,1.0038043941514239,cross_cut,2,0.3442223712767859,0.6696551311424563,0.17656468581308116
engagement,1,camp_pair,0.0007585518981354511,1.310582245953543e-8,2.2543074032971296e-8,0.0022204842451463147,-0.000979626654557867,-0.00100485254818316,0.0009071700805641809,0.0,-0.00009902555837145582,-0.006278194458918651,-0.005647187667905758,0.006348206511394019,1.0048182387293467,1.004163358166328,NaN,cross_cut,2,0.3442223712767859,0.6696551311424563,0.17656468581308116
composition,1,camp_pair,-0.008222999532586983,-1.425747643274726e-7,-2.466924529021385e-7,0.0022204842451463147,-0.001258159209159471,-0.0012395681004481428,0.0011553606302654998,0.0,-0.0001176957235473966,-0.006278194458918651,-0.005647187667905758,0.006348206511394019,1.004991440477576,1.004163358166328,1.004991440477576,cross_cut,2,0.3442223712767859,0.6696551311424563,0.17656468581308116
exposure,0,distance,0.00011443140707556587,2.285519834536348e-9,4.2545883059029546e-9,0.0021638059567907764,0.0004531111479461076,0.0004252241147957303,-0.0004025439977613423,0.0,-0.00006367832664215534,-0.005401955758944116,-0.004989209779132055,0.005389196452877128,1.0031611529512094,1.0035378961311896,NaN,cross_cut,2,0.3442223712767859,0.6696551311424563,0.17656468581308116
engagement,0,distance,0.003829093263852279,4.599842948263273e-8,8.14943443547499e-8,0.0021638059567907764,-0.013631852388047545,-0.013509519768662825,0.01300581351900686,0.0,-0.00026031684077934547,-0.005401955758944116,-0.004989209779132055,0.005389196452877128,1.0125237869673465,1.0035378961311896,NaN,cross_cut,2,0.3442223712767859,0.6696551311424563,0.17656468581308116
composition,0,distance,-0.00968454296321919,-1.1590897948869807e-7,-2.0591828715568856e-7,0.0021638059567907764,-0.013825600973277515,-0.013659434713979554,0.01320944807921929,0.0,-0.00016403553775177354,-0.005401955758944116,-0.004989209779132055,0.005389196452877128,1.0125546484622867,1.0035378961311896,1.0125546484622867,cross_cut,2,0.3442223712767859,0.6696551311424563,0.17656468581308116
exposure,1,distance,-0.00017968625752340373,-3.602587515756836e-9,-6.591088604042393e-9,0.0022204842451463147,0.0006681840821240121,0.0005862977733437271,-0.0006781080568372781,0.0,0.005427000394741484,-0.006278194458918651,-0.005647187667905758,0.006348206511394019,1.0038043941514239,1.004163358166328,1.0038043941514239,cross_cut,2,0.3442223712767859,0.6696551311424563,0.17656468581308116
engagement,1,distance,0.0034767185328385963,4.134078327731122e-8,7.254196033214256e-8,0.0022204842451463147,-0.013198152702354644,-0.012920626355521424,0.012453359721280692,0.0,0.005484968212898372,-0.006278194458918651,-0.005647187667905758,0.006348206511394019,1.012955164165135,1.004163358166328,NaN,cross_cut,2,0.3442223712767859,0.6696551311424563,0.17656468581308116
composition,1,distance,-0.009921032845375266,-1.1881618756362671e-7,-2.079488743292726e-7,0.0022204842451463147,-0.013440096635203465,-0.013291878055227866,0.012671072583178941,0.0,0.005402422263067766,-0.006278194458918651,-0.005647187667905758,0.006348206511394019,1.0132285754872428,1.004163358166328,1.0132285754872428,cross_cut,2,0.3442223712767859,0.6696551311424563,0.17656468581308116
exposure,0,camp_pair,0.00003379631076894096,6.548784228678467e-10,1.1534970739254228e-9,0.004716707693823263,-0.0006253964685613272,-0.0006336151163797085,0.0006528437201006442,0.0,-0.00007698058439892241,-0.009098870847062837,-0.008610053557533828,0.00891311868735727,1.006197786161932,1.0056339704537343,NaN,cross_cut,3,0.4812896391054057,0.7162086776726564,0.07694771984195076
engagement,0,camp_pair,0.0015953004892175215,2.698867347686553e-8,4.520673550447793e-8,0.004716707693823263,-0.0014293782706987918,-0.0014379692104954586,0.001405607115251558,0.0,-0.000035124404543798726,-0.009098870847062837,-0.008610053557533828,0.00891311868735727,1.0066570845281892,1.0056339704537343,NaN,cross_cut,3,0.4812896391054057,0.7162086776726564,0.07694771984195076
composition,0,camp_pair,-0.011910689353772375,-2.0145269862953073e-7,-3.3718404919523196e-7,0.004716707693823263,-0.0005748564873729062,-0.000569498601912171,0.0005863034980776727,0.0,-0.00001418333684358869,-0.009098870847062837,-0.008610053557533828,0.00891311868735727,1.0060054401443497,1.0056339704537343,1.0060054401443497,cross_cut,3,0.4812896391054057,0.7162086776726564,0.07694771984195076
exposure,1,camp_pair,-0.00010967933538685859,-2.096197377575036e-9,-3.619899514401749e-9,0.004390842742974299,0.00036398232155785207,0.0003928967311112707,-0.00036534817457078116,0.0,0.00007740704514393182,-0.009511990974234106,-0.008860952733952928,0.009433896624412838,1.0060159445066659,1.0062163645245394,1.0060159445066659,cross_cut,3,0.4812896391054057,0.7162086776726564,0.07694771984195076
engagement,1,camp_pair,0.0017205348915196872,2.8731128373516918e-8,4.695142288224007e-8,0.004390842742974299,-0.0018544307746685713,-0.0017460131154328953,0.0018572265705511844,0.0,-0.0058976491859716665,-0.009511990974234106,-0.008860952733952928,0.009433896624412838,1.0073701979118688,1.0062163645245394,NaN,cross_cut,3,0.4812896391054057,0.7162086776726564,0.07694771984195076
composition,1,camp_pair,-0.011809866831846483,-1.9576419897966884e-7,-3.199032107659475e-7,0.004390842742974299,-0.0014269235394100722,-0.001328475776187974,0.0013751468594036791,0.0,0.00008798170068668315,-0.009511990974234106,-0.008860952733952928,0.009433896624412838,1.0072118990660508,1.0062163645245394,1.0072118990660508,cross_cut,3,0.4812896391054057,0.7162086776726564,0.07694771984195076
exposure,0,distance,0.00003379631076894096,6.548784228678467e-10,1.1534970739254228e-9,0.004716707693823263,-0.0006253964685613272,-0.0006336151163797085,0.0006528437201006442,0.0,-0.00007698058439892241,-0.009098870847062837,-0.008610053557533828,0.00891311868735727,1.006197786161932,1.0056339704537343,NaN,cross_cut,3,0.4812896391054057,0.7162086776726564,0.07694771984195076
engagement,0,distance,0.007715646059549441,8.875802159865455e-8,1.4935435655341543e-7,0.004716707693823263,-0.015518937631854584,-0.01537516312561053,0.014880184258175694,0.0,-0.00032186673083611783,-0.009098870847062837,-0.008610053557533828,0.00891311868735727,1.015367950618505,1.0056339704537343,NaN,cross_cut,3,0.4812896391054057,0.7162086776726564,0.07694771984195076
composition,0,distance,-0.013534100498954538,-1.5404341614353153e-7,-2.606370577725372e-7,0.004716707693823263,-0.01549091358010079,-0.015282600988765056,0.01486590054427914,0.0,-0.00014737655730218818,-0.009098870847062837,-0.008610053557533828,0.00891311868735727,1.015196195393199,1.0056339704537343,1.015196195393199,cross_cut,3,0.4812896391054057,0.7162086776726564,0.07694771984195076
exposure,1,distance,-0.00010967933538685859,-2.096197377575036e-9,-3.619899514401749e-9,0.004390842742974299,0.00036398232155785207,0.0003928967311112707,-0.00036534817457078116,0.0,0.00007740704514393182,-0.009511990974234106,-0.008860952733952928,0.009433896624412838,1.0060159445066659,1.0062163645245394,1.0060159445066659,cross_cut,3,0.4812896391054057,0.7162086776726564,0.07694771984195076
engagement,1,distance,0.007519845754822119,8.650461008653076e-8,1.430308274811625e-7,0.004390842742974299,-0.01617932056607349,-0.016000185492967636,0.015392615076766529,0.0,-0.00001000874758098902,-0.009511990974234106,-0.008860952733952928,0.009433896624412838,1.0165497273608906,1.0062163645245394,NaN,cross_cut,3,0.4812896391054057,0.7162086776726564,0.07694771984195076
composition,1,distance,-0.013329155810980486,-1.5387903407927047e-7,-2.558428340463442e-7,0.004390842742974299,-0.01530933927288986,-0.015185119458779602,0.014463534797171638,0.0,-0.000012326000637129242,-0.009511990974234106,-0.008860952733952928,0.009433896624412838,1.0160042626078123,1.0062163645245394,1.0160042626078123,cross_cut,3,0.4812896391054057,0.7162086776726564,0.07694771984195076
exposure,0,camp_pair,0.00006319608394389498,1.2315803781477398e-9,2.078271637197283e-9,0.006221904650501875,-0.0003693963751703871,-0.00037588153734430425,0.00030793330982437084,0.0,0.00009583067196192174,-0.013872191058934958,-0.013414321391776757,0.013691885953428176,1.0080018939261117,1.0077695781917906,NaN,cross_cut,4,0.5440782898978583,0.8640995441207491,0.2978034381535035
engagement,0,camp_pair,0.0019420610541127648,3.340777977899891e-8,5.4656677195563566e-8,0.006221904650501875,-0.0016379735397223424,-0.0016550397787676828,0.0015398604656607674,0.0,-0.00010396556345891594,-0.013872191058934958,-0.013414321391776757,0.013691885953428176,1.0087098270828854,1.0077695781917906,NaN,cross_cut,4,0.5440782898978583,0.8640995441207491,0.2978034381535035
composition,0,camp_pair,-0.013079487826968883,-2.254073661284404e-7,-3.700310585613739e-7,0.006221904650501875,-0.00142369337785294,-0.0014033090498237998,0.001322356822838721,0.0,-0.000019305905882463503,-0.013872191058934958,-0.013414321391776757,0.013691885953428176,1.008575228455018,1.0077695781917906,1.008575228455018,cross_cut,4,0.5440782898978583,0.8640995441207491,0.2978034381535035
exposure,1,camp_pair,-0.0001773002175788907,-3.3613327313191405e-9,-5.688168674330789e-9,0.005966639850359723,-0.001092340355606609,-0.0011530197881623183,0.001008357446731169,0.0,-0.00005951707227733194,-0.012424488122259809,-0.011621987062358308,0.012338075384892934,1.0076415929144857,1.0069774574522439,1.0076415929144857,cross_cut,4,0.5440782898978583,0.8640995441207491,0.2978034381535035
engagement,1,camp_pair,0.0016859849390458148,2.8669312662321704e-8,4.632335803510866e-8,0.005966639850359723,-0.00253999856753288,-0.0028354657291673243,0.002394149750395676,0.0,0.006072202926473889,-0.012424488122259809,-0.011621987062358308,0.012338075384892934,1.008579986833527,1.0069774574522439,NaN,cross_cut,4,0.5440782898978583,0.8640995441207491,0.2978034381535035
composition,1,camp_pair,-0.012717026880187055,-2.1687347590618805e-7,-3.514641373072176e-7,0.005966639850359723,-0.0029690544681111423,-0.003120862183541946,0.0028087947396791477,0.0,-0.00013563676240464784,-0.012424488122259809,-0.011621987062358308,0.012338075384892934,1.0087289918833926,1.0069774574522439,1.0087289918833926,cross_cut,4,0.5440782898978583,0.8640995441207491,0.2978034381535035
exposure,0,distance,0.00006319608394389498,1.2315803781477398e-9,2.078271637197283e-9,0.006221904650501875,-0.0003693963751703871,-0.00037588153734430425,0.00030793330982437084,0.0,0.00009583067196192174,-0.013872191058934958,-0.013414321391776757,0.013691885953428176,1.0080018939261117,1.0077695781917906,NaN,cross_cut,4,0.5440782898978583,0.8640995441207491,0.2978034381535035
engagement,0,distance,0.009496474324294013,1.0989890551311769e-7,1.8437965875728596e-7,0.006221904650501875,-0.017839676485449957,-0.01771726182874173,0.017246043512632182,0.0,-0.00013239726287147396,-0.013872191058934958,-0.013414321391776757,0.013691885953428176,1.0172552032762785,1.0077695781917906,NaN,cross_cut,4,0.5440782898978583,0.8640995441207491,0.2978034381535035
composition,0,distance,-0.0142048626474649,-1.6454334751317518e-7,-2.76364572218621e-7,0.006221904650501875,-0.018986071448809858,-0.018856695406303983,0.01832524434899223,0.0,-0.00009945381246014712,-0.013872191058934958,-0.013414321391776757,0.013691885953428176,1.0178703733015133,1.0077695781917906,1.0178703733015133,cross_cut,4,0.5440782898978583,0.8640995441207491,0.2978034381535035
exposure,1,distance,-0.0001773002175788907,-3.3613327313191405e-9,-5.688168674330789e-9,0.005966639850359723,-0.001092340355606609,-0.0011530197881623183,0.001008357446731169,0.0,-0.00005951707227733194,-0.012424488122259809,-0.011621987062358308,0.012338075384892934,1.0076415929144857,1.0069774574522439,1.0076415929144857,cross_cut,4,0.5440782898978583,0.8640995441207491,0.2978034381535035
engagement,1,distance,0.009779579031241603,1.1267445165322429e-7,1.8502306325188443e-7,0.005966639850359723,-0.01914942792967987,-0.01933512824207747,0.018320463860357405,0.0,0.006095962045804683,-0.012424488122259809,-0.011621987062358308,0.012338075384892934,1.0175541214973969,1.0069774574522439,NaN,cross_cut,4,0.5440782898978583,0.8640995441207491,0.2978034381535035
composition,1,distance,-0.013704034543829957,-1.573819643276481e-7,-2.580408703741424e-7,0.005966639850359723,-0.019896651265357203,-0.02006998998636754,0.019114072071967178,0.0,0.006372977509323162,-0.012424488122259809,-0.011621987062358308,0.012338075384892934,1.0180509249262428,1.0069774574522439,1.0180509249262428,cross_cut,4,0.5440782898978583,0.8640995441207491,0.2978034381535035
exposure,0,camp_pair,0.00039598239115723466,8.042701150751187e-9,1.675548559883361e-8,0.007273071303292911,-0.0006449229742316667,-0.0007091477056590028,0.0006843451143892969,0.0,-0.0015406320971618967,-0.006484964724818099,-0.0058138367747289175,0.006193023349497309,1.0063941810089332,1.005652162782495,NaN,cross_cut,5,0.618863956348777,0.5008076451955685,0.1543103894957973
engagement,0,camp_pair,0.0023722792188387576,4.259870385244406e-8,8.443476718532025e-8,0.007273071303292911,-0.0010000776283515707,-0.0010327725975540067,0.0008971741227496756,0.0,0.00013653906369653912,-0.006484964724818099,-0.0058138367747289175,0.006193023349497309,1.0066465712187147,1.005652162782495,NaN,cross_cut,5,0.618863956348777,0.5008076451955685,0.1543103894957973
composition,0,camp_pair,-0.011978826593094682,-2.1365961996066497e-7,-4.2600471542710205e-7,0.007273071303292911,-0.0016076833966613448,-0.0015937569709583606,0.0015717992848256427,0.0,-0.0010603732195322985,-0.006484964724818099,-0.0058138367747289175,0.006193023349497309,1.0071046476198604,1.005652162782495,1.0071046476198604,cross_cut,5,0.618863956348777,0.5008076451955685,0.1543103894957973
exposure,1,camp_pair,0.00020151547772151446,4.102931440934836e-9,8.233859513014401e-9,0.0069100701470514725,-0.0003696726926618538,-0.00038207580935137493,0.00035645248493420753,0.0,0.00034492577311993206,-0.006087245077700042,-0.005407815420161998,0.0059332347589469625,1.0053551111923014,1.005219571314781,NaN,cross_cut,5,0.618863956348777,0.5008076451955685,0.1543103894957973
engagement,1,camp_pair,0.0029431946467171066,5.230765185130017e-8,1.0020409392336602e-7,0.0069100701470514725,-0.0009135656813723785,-0.0008260946562153168,0.0009226941211323498,0.0,-0.00004439050247472681,-0.006087245077700042,-0.005407815420161998,0.0059332347589469625,1.005851181263278,1.005219571314781,NaN,cross_cut,5,0.618863956348777,0.5008076451955685,0.1543103894957973
composition,1,camp_pair,-0.012129768906444571,-2.1693228840998966e-7,-4.126192776965191e-7,0.0069100701470514725,-0.0006865751350399792,-0.0006569626452893598,0.0006846042375264942,0.0,0.0012062961047766274,-0.006087245077700042,-0.005407815420161998,0.0059332347589469625,1.0056705553569616,1.005219571314781,1.0056705553569616,cross_cut,5,0.618863956348777,0.5008076451955685,0.1543103894957973
exposure,0,distance,0.00039598239115723466,8.042701150751187e-9,1.675548559883361e-8,0.007273071303292911,-0.0006449229742316667,-0.0007091477056590028,0.0006843451143892969,0.0,-0.0015406320971618967,-0.006484964724818099,-0.0058138367747289175,0.006193023349497309,1.0063941810089332,1.005652162782495,NaN,cross_cut,5,0.618863956348777,0.5008076451955685,0.1543103894957973
engagement,0,distance,0.011395161699852885,1.4381111980328488e-7,2.8603031451223386e-7,0.007273071303292911,-0.009091530987166611,-0.009083473798191966,0.0084219872290376,0.0,-0.0016247370507501274,-0.006484964724818099,-0.0058138367747289175,0.006193023349497309,1.0132703474334943,1.005652162782495,NaN,cross_cut,5,0.618863956348777,0.5008076451955685,0.1543103894957973
composition,0,distance,-0.01107219735502718,-1.3989408764737994e-7,-2.776517717796073e-7,0.007273071303292911,-0.009225900052256516,-0.009214378479396169,0.00843944959668888,0.0,-0.00015914662095793675,-0.006484964724818099,-0.0058138367747289175,0.006193023349497309,1.0130794734693656,1.005652162782495,1.0130794734693656,cross_cut,5,0.618863956348777,0.5008076451955685,0.1543103894957973
