arm,seed,targeting_mode,intervention_tick,withdrawal_tick,n_ticks_total,peak_gap,final_gap,recovery_fraction,scenario,lhs_index,affective,ideological,structural,delta_aff_plateau_mean
engagement,0,distance,60,120,180,0.03705413444971972,0.01425042442730362,0.6154160759944182,consolidated_two_camp,1,0.9464207024421489,0.8848701602854708,0.7318724839295598,0.047739111494814024
engagement,1,distance,60,120,180,0.035463911102080914,0.012115337146654692,0.6583756057874902,consolidated_two_camp,1,0.9464207024421489,0.8848701602854708,0.7318724839295598,0.047739111494814024
engagement,2,distance,60,120,180,0.0343904144075986,0.014096248499417374,0.5901111183963288,consolidated_two_camp,1,0.9464207024421489,0.8848701602854708,0.7318724839295598,0.047739111494814024
engagement,3,distance,60,120,180,0.03521097147545049,0.013170419420679647,0.6259569427142271,consolidated_two_camp,1,0.9464207024421489,0.8848701602854708,0.7318724839295598,0.047739111494814024
engagement,4,distance,60,120,180,0.035861357861825205,0.012571090830950205,0.6494530162692957,consolidated_two_camp,1,0.9464207024421489,0.8848701602854708,0.7318724839295598,0.047739111494814024
engagement,0,distance,60,120,180,0.02061633631258397,0.0072972419862775695,0.6460456467319358,consolidated_two_camp,5,0.8220626578865291,0.8252463355872511,0.854053145059346,0.026376416211696174
engagement,1,distance,60,120,180,0.021312894890694878,0.007411974915925157,0.6522304945462292,consolidated_two_camp,5,0.8220626578865291,0.8252463355872511,0.854053145059346,0.026376416211696174
engagement,2,distance,60,120,180,0.02065390557611657,0.007454761572674773,0.63906286173327,consolidated_two_camp,5,0.8220626578865291,0.8252463355872511,0.854053145059346,0.026376416211696174
engagement,3,distance,60,120,180,0.02179652302257873,0.008892340386824849,0.5920294086532338,consolidated_two_camp,5,0.8220626578865291,0.8252463355872511,0.854053145059346,0.026376416211696174
engagement,4,distance,60,120,180,0.019862108771953935,0.007023844279695268,0.6463696599218505,consolidated_two_camp,5,0.8220626578865291,0.8252463355872511,0.854053145059346,0.026376416211696174
engagement,0,distance,60,120,180,0.01598571933260695,0.006111422981283088,0.6176948403680977,cross_cut,0,0.6713722911991205,0.5867149138882022,0.012553017635084669,0.021267367915075663
engagement,1,distance,60,120,180,0.015087077444543517,0.006414086806173724,0.5748622070940929,cross_cut,0,0.6713722911991205,0.5867149138882022,0.012553017635084669,0.021267367915075663
engagement,2,distance,60,120,180,0.016872354495697905,0.006104793916070772,0.638177711496794,cross_cut,0,0.6713722911991205,0.5867149138882022,0.012553017635084669,0.021267367915075663
engagement,3,distance,60,120,180,0.016404427814356914,0.006266431416417362,0.6180036580774202,cross_cut,0,0.6713722911991205,0.5867149138882022,0.012553017635084669,0.021267367915075663
engagement,4,distance,60,120,180,0.0169504847960531,0.0065976335146700205,0.6107702172502893,cross_cut,0,0.6713722911991205,0.5867149138882022,0.012553017635084669,0.021267367915075663
