arm,seed,delta_aff_plateau,delta_aff_per_contact,delta_aff_per_cross_contact,toward_other_camp,toward_mean,toward_own_pole,delta_k,delta_bic_margin,ideo_level_toward_other_camp,ideo_level_toward_mean,ideo_level_toward_own_pole,swept_dial,level,affective,ideological,structural
exposure,4,0.00016383054080171267,3.30790358393831e-9,3.815425156657413e-9,-0.00027180094915025665,-0.0002846448443717818,0.0002006538626652208,0.0,0.00017150450536877748,-0.003580633518329252,-0.0033982833610075977,0.0034368603326874626,structural,0.1,0.5,0.5,0.1
engagement,4,0.0022165443897153025,3.8646053346967176e-8,4.38320787382646e-8,-0.0008661683384923557,-0.0008153625690020109,0.0008049559074379117,0.0,-0.0001458369513045732,-0.003580633518329252,-0.0033982833610075977,0.0034368603326874626,structural,0.1,0.5,0.5,0.1
composition,4,-0.0134003693572472,-2.3217772120810866e-7,-2.6335651115789556e-7,-0.000708169063190859,-0.0006820951638017666,0.0006757097492328034,0.0,-0.00013847900778568567,-0.003580633518329252,-0.0033982833610075977,0.0034368603326874626,structural,0.1,0.5,0.5,0.1
exposure,0,0.0004846678662224768,1.071728691644687e-8,1.2768866512697969e-8,-0.0007101236725665667,-0.0006950245677305518,0.0005970340857186169,0.0,6.3390905283775e-6,-0.0024038779815703537,-0.0018899123575542682,0.0026181206025000063,structural,0.5,0.5,0.5,0.5
engagement,0,0.0015489887890610676,3.147903324854325e-8,3.724605148266489e-8,-0.0007434862718402545,-0.0007343596868933575,0.0006463335217912623,0.0,0.00002507226811308133,-0.0024038779815703537,-0.0018899123575542682,0.0026181206025000063,structural,0.5,0.5,0.5,0.5
composition,0,-0.011263498580655229,-2.2832958809355825e-7,-2.710047298170259e-7,-0.0009618888463694647,-0.0009359356339177971,0.0008567263011215538,0.0,0.00013447364844023507,-0.0024038779815703537,-0.0018899123575542682,0.0026181206025000063,structural,0.5,0.5,0.5,0.5
exposure,1,-0.00038819322185335015,-8.56560507178619e-9,-1.0233924439875307e-8,-0.0008801830900045048,-0.0008983459315091667,0.0007171722913116361,0.0,-0.0012656744695719868,-0.002825639481451539,-0.002118968528436027,0.003153314289598864,structural,0.5,0.5,0.5,0.5
engagement,1,0.0014575849031155386,2.9551230701393614e-8,3.506001113954728e-8,-0.001193239717561639,-0.0012317310301750047,0.0009583611609656831,0.0,0.0000533446181143829,-0.002825639481451539,-0.002118968528436027,0.003153314289598864,structural,0.5,0.5,0.5,0.5
composition,1,-0.01210446246329433,-2.4209893322321555e-7,-2.8652327944170644e-7,-0.0008913960182698557,-0.0008739518466944558,0.0007166679546417427,0.0,0.00013353635802473146,-0.002825639481451539,-0.002118968528436027,0.003153314289598864,structural,0.5,0.5,0.5,0.5
exposure,2,0.00032551425729254735,7.200368458957427e-9,8.604659193564562e-9,-0.0010747238747279963,-0.001096716948016949,0.0009180791929033782,0.0,0.00020013254403043051,-0.003800007062535863,-0.003430356753022025,0.0038077970744567866,structural,0.5,0.5,0.5,0.5
engagement,2,0.001452241678513766,2.943872369329156e-8,3.483847135693333e-8,-0.0009481774356724908,-0.0009300358564815377,0.0008708598122068325,0.0,0.00008197200964176615,-0.003800007062535863,-0.003430356753022025,0.0038077970744567866,structural,0.5,0.5,0.5,0.5
composition,2,-0.01167580252300604,-2.38135886661351e-7,-2.833176220670704e-7,-0.0005208587923179282,-0.000511544019648009,0.0005061083747051284,0.0,-4.814280789987302e-6,-0.003800007062535863,-0.003430356753022025,0.0038077970744567866,structural,0.5,0.5,0.5,0.5
exposure,3,0.0004349235326671641,9.80043112954987e-9,1.1758821549927383e-8,-0.001283012348172735,-0.0012898997954792883,0.0011985521031078407,0.0,0.00006266105984368414,-0.0020785785594460023,-0.0018688782275050567,0.0021612158452334472,structural,0.5,0.5,0.5,0.5
engagement,3,0.00227271346082214,4.655101103646184e-8,5.536047209271284e-8,-0.0009003553941462805,-0.0008548916770923052,0.0009268764306824416,0.0,0.000023381418699168488,-0.0020785785594460023,-0.0018688782275050567,0.0021612158452334472,structural,0.5,0.5,0.5,0.5
composition,3,-0.011187063637431938,-2.2858732401781646e-7,-2.718539923071599e-7,-0.001115873003605987,-0.0011222951029865797,0.001076109031049655,0.0,0.00006801449967105966,-0.0020785785594460023,-0.0018688782275050567,0.0021612158452334472,structural,0.5,0.5,0.5,0.5
exposure,4,0.0010386284671077828,2.2420474195526882e-8,2.6781199193125233e-8,-0.0010811247115285192,-0.001059268259468676,0.000981565605696835,0.0,-0.0000776072405883621,-0.0015053580164611647,-0.0013744892547287377,0.0014955849726161533,structural,0.5,0.5,0.5,0.5
engagement,4,0.0018803710545618468,3.713579647599184e-8,4.395752517852694e-8,-0.0014196059609725778,-0.0013763750736957457,0.0013724948307960736,0.0,-0.00025261525004487834,-0.0015053580164611647,-0.0013744892547287377,0.0014955849726161533,structural,0.5,0.5,0.5,0.5
composition,4,-0.011098238204972244,-2.1919847929079503e-7,-2.592198394210362e-7,-0.0014315985789715186,-0.0014376512325953565,0.0012697074346689286,0.0,-0.00021701039798170674,-0.0015053580164611647,-0.0013744892547287377,0.0014955849726161533,structural,0.5,0.5,0.5,0.5
exposure,0,0.0005513716754887987,1.3943950116048726e-8,1.814200037802049e-8,-0.0009255032724760689,-0.000870652567454448,0.0008403729973610384,0.0,-0.00008967315453513314,-0.000044188671233011954,0.0004263366727607692,0.0004747786346904982,structural,0.9,0.5,0.5,0.9
engagement,0,0.00037815556173226295,9.971404960770566e-9,1.3413576962693777e-8,-0.0001655974803031577,-0.0001129046655340654,0.0001570422210005819,0.0,-0.00007809035299057021,-0.000044188671233011954,0.0004263366727607692,0.0004747786346904982,structural,0.9,0.5,0.5,0.9
composition,0,-0.008190051573992108,-2.1596528687055632e-7,-2.9049947057752305e-7,-0.00016285475239062342,-0.0001101921668519698,0.00015435968038077794,0.0,-0.00007783438750241095,-0.000044188671233011954,0.0004263366727607692,0.0004747786346904982,structural,0.9,0.5,0.5,0.9
exposure,1,0.00109202199362457,2.757979526769971e-8,3.5884003470838924e-8,-0.0009433625308703748,-0.0008888927985894498,0.0009308326173087791,0.0,-7.429885177587248e-6,-0.0006552042921973738,-7.093741351530958e-6,0.0011093477612195328,structural,0.9,0.5,0.5,0.9
engagement,1,0.000659338353316774,1.720117798431489e-8,2.328747760098803e-8,0.0003324864496919111,0.000388304784366677,-0.00027730765154666424,0.0,0.00039957079682519797,-0.0006552042921973738,-7.093741351530958e-6,0.0011093477612195328,structural,0.9,0.5,0.5,0.9
composition,1,-0.00817891440867402,-2.1504218353772995e-7,-2.920102255944168e-7,-0.000012122489395764084,0.000013079248717741965,0.000045165469700955,0.0,0.0010470609906608197,-0.0006552042921973738,-7.093741351530958e-6,0.0011093477612195328,structural,0.9,0.5,0.5,0.9
exposure,2,0.0004674692565949101,1.1885818881131709e-8,1.5523319937401544e-8,-0.0014469369275501112,-0.0014926220781306685,0.001295956600470593,0.0,0.00033375521063196134,-0.0010547497701524481,-0.0005894929472661245,0.001352541428886583,structural,0.9,0.5,0.5,0.9
engagement,2,0.00042573611433183167,1.1231957427496614e-8,1.52206254453481e-8,-0.00039722144674096964,-0.0004186059272831015,0.00029841560872208165,0.0,-0.000018112130016484373,-0.0010547497701524481,-0.0005894929472661245,0.001352541428886583,structural,0.9,0.5,0.5,0.9
composition,2,-0.008320246590847291,-2.206727824858713e-7,-2.9885943214250326e-7,-0.000394314268332257,-0.00041984908759480676,0.00030794200473225003,0.0,-0.00002209086951866779,-0.0010547497701524481,-0.0005894929472661245,0.001352541428886583,structural,0.9,0.5,0.5,0.9
exposure,3,0.000996530935573059,2.5750818769814696e-8,3.3552100453623076e-8,-0.0011702149161634176,-0.0012179642124844833,0.0010547871220386135,0.0,-7.604955997317364e-6,0.00017756927059028892,0.0004988837214893445,0.00022337723597590624,structural,0.9,0.5,0.5,0.9
engagement,3,0.0007580597216069185,2.0356607900505342e-8,2.7649258547868786e-8,-0.0006933925282289064,-0.0006978666474338408,0.0006240270246248393,0.0,0.000010574899072558763,0.00017756927059028892,0.0004988837214893445,0.00022337723597590624,structural,0.9,0.5,0.5,0.9
composition,3,-0.007874511929351069,-2.1049779275979228e-7,-2.855463585361377e-7,-0.0007900855646465748,-0.0007669813390278795,0.0007558197302188574,0.0,-0.000015802386075347563,0.00017756927059028892,0.0004988837214893445,0.00022337723597590624,structural,0.9,0.5,0.5,0.9
exposure,4,0.0008414794931977942,2.0489906817906747e-8,2.6431696607544738e-8,-0.0008393730675585092,-0.000832974107164853,0.0007412128350236876,0.0,-7.846536363348422e-6,0.0005532260329070966,0.0006856402194581511,-0.0003736337277599917,structural,0.9,0.5,0.5,0.9
engagement,4,0.0004013807640071976,1.0358480580329753e-8,1.3878043150791701e-8,-0.00007252012896466069,-0.00006055958473144107,0.00011809419452267207,0.0,-0.0002638634310032015,0.0005532260329070966,0.0006856402194581511,-0.0003736337277599917,structural,0.9,0.5,0.5,0.9
composition,4,-0.008368938248166424,-2.1479193717543372e-7,-2.869022368243546e-7,-0.00016541414385917366,-0.000222359003313384,0.00010942243404578838,0.0,-0.00002921976299995882,0.0005532260329070966,0.0006856402194581511,-0.0003736337277599917,structural,0.9,0.5,0.5,0.9
