swept_dial,level,seed,arm,d_cross,bimodality0,total_contact,cross_contact,frac
structural,0.5,4,composition,1.9790143967205998,0.5816836697924834,50513.0,22062.0,0.4367588541563558
structural,0.5,4,exposure,1.9790143967205998,0.5816836697924834,46271.0,19741.0,0.4266387153940913
structural,0.9,0,none,1.9773173762118401,0.584825003935234,36122.0,8376.0,0.23188084823653177
structural,0.9,0,engagement,1.9773173762118401,0.584825003935234,37892.0,9743.0,0.2571255146205004
structural,0.9,0,composition,1.9773173762118401,0.584825003935234,38046.0,9762.0,0.25658413499448035
structural,0.9,0,exposure,1.9773173762118401,0.584825003935234,39557.0,11956.0,0.30224738984250576
structural,0.9,1,none,1.9420231396453367,0.5985029190724314,36061.0,9088.0,0.2520174149358032
structural,0.9,1,engagement,1.9420231396453367,0.5985029190724314,38627.0,10988.0,0.2844642348616253
structural,0.9,1,composition,1.9420231396453367,0.5985029190724314,38439.0,10870.0,0.2827857124274825
structural,0.9,1,exposure,1.9420231396453367,0.5985029190724314,39772.0,12820.0,0.3223373227396158
structural,0.9,2,none,1.9183201292634977,0.5947785717230994,35429.0,8823.0,0.24903327782325213
structural,0.9,2,engagement,1.9183201292634977,0.5947785717230994,37910.0,10535.0,0.2778950145080454
structural,0.9,2,composition,1.9183201292634977,0.5947785717230994,37588.0,10501.0,0.2793710758752793
structural,0.9,2,exposure,1.9183201292634977,0.5947785717230994,39621.0,13137.0,0.3315665934731582
structural,0.9,3,none,1.9516837204638597,0.5691134364889537,34743.0,7800.0,0.22450565581555998
structural,0.9,3,engagement,1.9516837204638597,0.5691134364889537,37259.0,9699.0,0.2603129445234708
structural,0.9,3,composition,1.9516837204638597,0.5691134364889537,37098.0,9714.0,0.2618469998382662
structural,0.9,3,exposure,1.9516837204638597,0.5691134364889537,38873.0,11839.0,0.30455586139479845
structural,0.9,4,none,1.9750911632432935,0.5818425569390843,36924.0,8789.0,0.23802946593001842
structural,0.9,4,engagement,1.9750911632432935,0.5818425569390843,38808.0,10128.0,0.26097711811997526
structural,0.9,4,composition,1.9750911632432935,0.5818425569390843,38822.0,10148.0,0.2613981762917933
structural,0.9,4,exposure,1.9750911632432935,0.5818425569390843,40632.0,12534.0,0.30847607796810395
